,id_transcricao,data_reuniao,setor,porte_empresa,canal,produto_principal,transcricao,risco_de_churn,oportunidade_upsell,mencao_concorrente
866,T0867,2026-04-15 00:00:00,Indústria,Pequena,,RH,durante reuniao empresa setor industria porte pequena gerente projetos pontuou utiliza principalmente modulo rh apresentado status atual plano implantacao alem disso listadas pendencias proxima sprint relatou concorrente ofereceu condicoes comerciais vantajosas escopo ficou definido followup proxima quinzena diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,0,1
867,T0868,2026-05-06 00:00:00,Saúde,Média,Zoom,RH,durante reuniao empresa setor saude porte media head tecnologia ressaltou utiliza principalmente modulo rh feita retrospectiva entregas ultimo trimestre alem disso grupo revisou perfis acesso regras negocio tambem apareceu necessidade melhorar visibilidade indicadores diretoria partes alinharam retorno ate duas semanas,0,0,0
868,T0869,2026-07-15 00:00:00,Tecnologia,Grande,Zoom,Protheus,durante reuniao empresa setor tecnologia porte grande gerente projetos pontuou utiliza principalmente modulo protheus interesse ampliar uso sistema alem disso comentou diretoria questiona valor entregue mencionado concorrencia apresentou proposta agressiva sugerida prova conceito validar aderencia,1,1,1
869,T0870,2026-06-02 00:00:00,Construção,Pequena,,Manufatura,durante reuniao empresa setor construcao porte pequena time atendimento apontou utiliza principalmente modulo manufatura mostrou interesse modulo fiscal relatorios inteligentes alem disso relatou lentidao horarios pico lideranca quer evidencias quantitativas antes decidir expansao ficou combinado retornar plano acao nova demonstracao,1,1,0
870,T0871,2026-05-27 00:00:00,Varejo,Grande,Google Meet,Fluig,durante reuniao empresa setor varejo porte grande lider operacoes declarou utiliza principalmente modulo fluig feita retrospectiva entregas ultimo trimestre alem disso manifestou interesse expandir uso sistema outras unidades time tecnico reforcou importancia manter base dados atualizada decisao dependera percepcao valor proximas semanas,0,1,0
871,T0872,2026-07-15 00:00:00,Agronegócio,Média,Google Meet,Analytics,durante reuniao empresa setor agronegocio porte media gerente rh informou utiliza principalmente modulo analytics feita retrospectiva entregas ultimo trimestre alem disso avaliando contratar modulo analytics lideranca quer evidencias quantitativas antes decidir expansao ficou combinado retornar plano acao nova demonstracao,0,1,0
872,T0873,2026-05-31 00:00:00,Varejo,Grande,Presencial,Analytics,durante reuniao empresa setor varejo porte grande equipe comercial observou utiliza principalmente modulo analytics revisao indicadores serao acompanhados alem disso reuniao foco mapeamento processo atual citou oracle netsuite fez contato oferecendo pacote similar partes alinharam retorno ate duas semanas,0,0,1
873,T0874,2026-07-08 00:00:00,Varejo,Pequena,Presencial,Manufatura,durante reuniao empresa setor varejo porte pequena time atendimento apontou utiliza principalmente modulo manufatura equipe alinhou cronograma nova rodada testes alem disso interesse ampliar uso sistema area negocio pediu alertas automaticos acompanhar desvios criticos sugerida prova conceito validar aderencia,0,1,0
874,T0875,2026-06-29 00:00:00,Indústria,Grande,Google Meet,ERP,durante reuniao empresa setor industria porte grande lider operacoes declarou utiliza principalmente modulo erp equipe validou escopo projeto proxima fase alem disso alinhamento sobre proximos marcos cronograma mencionado concorrencia apresentou proposta agressiva time pediu acompanhamento quinzenal medir evolucao,0,0,1
875,T0876,2026-04-15 00:00:00,Saúde,Grande,Presencial,ERP,durante reuniao empresa setor saude porte grande gerente projetos pontuou utiliza principalmente modulo erp discutidos responsaveis prazos proximos passos alem disso revisao indicadores serao acompanhados equipe destacou importancia documentar bem processos internos decisao dependera percepcao valor proximas semanas,0,0,0
876,T0877,2026-05-04 00:00:00,Indústria,Média,Google Meet,Analytics,durante reuniao empresa setor industria porte media gerente rh informou utiliza principalmente modulo analytics mencionou nivel servico abaixo combinado contrato alem disso cliente pediu documentacao tecnica complementar equipe destacou importancia documentar bem processos internos partes alinharam retorno ate duas semanas reuniao hibrida audio trechos curtos frases interrompidas assim ficou claro desconforto falhas,1,0,0
877,T0878,2026-04-04 00:00:00,Saúde,Média,,Fluig,durante reuniao empresa setor saude porte media gerente projetos pontuou utiliza principalmente modulo fluig feita retrospectiva entregas ultimo trimestre alem disso relatou frustracao tempo resposta suporte tecnico ficou registrada necessidade revisar relatorios fiscais mensais ficou definido followup proxima quinzena time citou churn risco caso sla suporte nao melhore,1,0,0
878,T0879,2026-05-26 00:00:00,Serviços,Pequena,,Analytics,durante reuniao empresa setor servicos porte pequena responsavel projeto destacou utiliza principalmente modulo analytics equipe validou escopo projeto proxima fase alem disso discutidos responsaveis prazos proximos passos conversa reforcou necessidade padronizacao cadastro qualidade dados ficou definido followup proxima quinzena,0,0,0
879,T0880,2026-05-03 00:00:00,Distribuição,Grande,Teams,BI,durante reuniao empresa setor distribuicao porte grande gerente projetos pontuou utiliza principalmente modulo bi equipe alinhou cronograma nova rodada testes alem disso interesse ampliar uso sistema existe expectativa ganho produtividade automacao fluxo aprovacao sugerida prova conceito validar aderencia,0,1,0
880,T0881,2026-05-29 00:00:00,Indústria,Grande,Google Meet,ERP,durante reuniao empresa setor industria porte grande equipe comercial observou utiliza principalmente modulo erp grupo revisou perfis acesso regras negocio alem disso apresentado status atual plano implantacao revelou sankhya ofereceu desconto agressivo possivel migracao time pediu acompanhamento quinzenal medir evolucao diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,0,1
881,T0882,2026-07-05 00:00:00,Serviços,Pequena,Presencial,ERP,durante reuniao empresa setor servicos porte pequena cliente relatou utiliza principalmente modulo erp mencionou risco cancelamento problema persistir alem disso pediu proposta comercial modulo business intelligence mencionou salesforce entrou contato oferecendo modulo crm partes alinharam retorno ate duas semanas,1,1,1
882,T0883,2026-04-08 00:00:00,Educação,Média,Zoom,ERP,durante reuniao empresa setor educacao porte media head tecnologia ressaltou utiliza principalmente modulo erp equipe validou escopo projeto proxima fase alem disso reclamou falhas integracao sistemas cliente mencionou avaliando proposta comercial sap ficou combinado retornar plano acao nova demonstracao,1,0,1
883,T0884,2026-06-28 00:00:00,Distribuição,Média,,Protheus,durante reuniao empresa setor distribuicao porte media diretor ti ressaltou utiliza principalmente modulo protheus time revisou relatorios operacionais ultimo mes alem disso demonstrou abertura piloto dashboard gerencial conversa reforcou necessidade padronizacao cadastro qualidade dados proxima etapa sera consolidar requisitos priorizar entregas,0,0,0
884,T0885,2026-08-19 00:00:00,Serviços,Grande,Zoom,Fiscal,durante reuniao empresa setor servicos porte grande lider operacoes declarou utiliza principalmente modulo fiscal reuniao foco mapeamento processo atual alem disso equipe validou escopo projeto proxima fase time tecnico reforcou importancia manter base dados atualizada ficou definido followup proxima quinzena,0,0,0
885,T0886,2026-06-24 00:00:00,Distribuição,Média,Teams,CRM,durante reuniao empresa setor distribuicao porte media gestor comentou utiliza principalmente modulo crm time revisou relatorios operacionais ultimo mes alem disso relatou lentidao horarios pico ficou registrada necessidade revisar relatorios fiscais mensais partes alinharam retorno ate duas semanas,1,0,0
886,T0887,2026-08-02 00:00:00,Agronegócio,Pequena,Presencial,Manufatura,durante reuniao empresa setor agronegocio porte pequena gerente rh informou utiliza principalmente modulo manufatura discutidos responsaveis prazos proximos passos alem disso reclamou falhas integracao sistemas area negocio pediu alertas automaticos acompanhar desvios criticos sugerida prova conceito validar aderencia,1,0,0
887,T0888,2026-07-14 00:00:00,Serviços,Grande,Teams,RH,durante reuniao empresa setor servicos porte grande time atendimento apontou utiliza principalmente modulo rh solicitou apresentacao funcionalidades avancadas bi alem disso demonstrou abertura piloto dashboard gerencial mencionado concorrencia apresentou proposta agressiva sugerida prova conceito validar aderencia,0,1,1
888,T0889,2026-04-26 00:00:00,Educação,Pequena,Presencial,Protheus,durante reuniao empresa setor educacao porte pequena analista financeiro pontuou utiliza principalmente modulo protheus validada necessidade treinamento usuarioschave alem disso afirmou usuarios evitam usar algumas telas complexidade time tecnico reforcou importancia manter base dados atualizada partes alinharam retorno ate duas semanas,1,0,0
889,T0890,2026-06-15 00:00:00,Saúde,Média,Google Meet,RH,durante reuniao empresa setor saude porte media supervisor fiscal comentou utiliza principalmente modulo rh interesse ampliar uso sistema alem disso relatou lentidao horarios pico tambem apareceu necessidade melhorar visibilidade indicadores diretoria ficou definido followup proxima quinzena,1,1,0
890,T0891,2026-08-01 00:00:00,Educação,Grande,Teams,RH,durante reuniao empresa setor educacao porte grande head tecnologia ressaltou utiliza principalmente modulo rh discutidos responsaveis prazos proximos passos alem disso feita retrospectiva entregas ultimo trimestre cliente quer reduzir trabalho manual centralizar dados unica plataforma cliente espera melhoria perceptivel antes ampliar escopo,0,0,0
891,T0892,2026-07-22 00:00:00,Educação,Grande,,ERP,durante reuniao empresa setor educacao porte grande lider operacoes declarou utiliza principalmente modulo erp relatou lentidao horarios pico alem disso equipe alinhou cronograma nova rodada testes ficou registrada necessidade revisar relatorios fiscais mensais time pediu acompanhamento quinzenal medir evolucao diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,1,0,0
892,T0893,2026-05-07 00:00:00,Indústria,Grande,Teams,Manufatura,durante reuniao empresa setor industria porte grande coordenador operacoes disse utiliza principalmente modulo manufatura pediu proposta comercial modulo business intelligence alem disso relatou frustracao tempo resposta suporte tecnico tambem apareceu necessidade melhorar visibilidade indicadores diretoria decisao dependera percepcao valor proximas semanas,1,1,0
893,T0894,2026-05-14 00:00:00,Construção,Média,,Analytics,durante reuniao empresa setor construcao porte media head tecnologia ressaltou utiliza principalmente modulo analytics comentou diretoria questiona valor entregue alem disso apresentado status atual plano implantacao comentou recebeu cotacao senior sistemas condicoes atrativas proxima etapa sera consolidar requisitos priorizar entregas,1,0,1
894,T0895,2026-04-11 00:00:00,Tecnologia,Grande,Teams,Protheus,durante reuniao empresa setor tecnologia porte grande time atendimento apontou utiliza principalmente modulo protheus feita retrospectiva entregas ultimo trimestre alem disso reuniao foco mapeamento processo atual revelou sankhya ofereceu desconto agressivo possivel migracao decisao dependera percepcao valor proximas semanas,0,0,1
895,T0896,2026-07-26 00:00:00,Construção,Pequena,Zoom,CRM,durante reuniao empresa setor construcao porte pequena head tecnologia ressaltou utiliza principalmente modulo crm listadas pendencias proxima sprint alem disso revisao indicadores serao acompanhados conversa reforcou necessidade padronizacao cadastro qualidade dados sugerida prova conceito validar aderencia,0,0,0
896,T0897,2026-04-21 00:00:00,Distribuição,Grande,Zoom,Fluig,durante reuniao empresa setor distribuicao porte grande cliente relatou utiliza principalmente modulo fluig pediu proposta comercial modulo business intelligence alem disso cliente pediu documentacao tecnica complementar time tecnico reforcou importancia manter base dados atualizada proxima etapa sera consolidar requisitos priorizar entregas,0,1,0
897,T0898,2026-08-12 00:00:00,Logística,Pequena,,Protheus,durante reuniao empresa setor logistica porte pequena diretor ti ressaltou utiliza principalmente modulo protheus equipe alinhou cronograma nova rodada testes alem disso mencionou risco cancelamento problema persistir equipe destacou importancia documentar bem processos internos partes alinharam retorno ate duas semanas,1,0,0
898,T0899,2026-08-03 00:00:00,Educação,Grande,Presencial,ERP,durante reuniao empresa setor educacao porte grande cliente relatou utiliza principalmente modulo erp mostrou interesse modulo fiscal relatorios inteligentes alem disso disse time sobrecarregado retrabalho existe expectativa ganho produtividade automacao fluxo aprovacao partes alinharam retorno ate duas semanas obs: mencao dashboard tempo real necessidade integracao via api,1,1,0
899,T0900,2026-06-07 00:00:00,Agronegócio,Média,,Financeiro,durante reuniao empresa setor agronegocio porte media diretor ti ressaltou utiliza principalmente modulo financeiro revisao indicadores serao acompanhados alem disso grupo revisou perfis acesso regras negocio citou oracle netsuite fez contato oferecendo pacote similar ficou combinado retornar plano acao nova demonstracao,0,0,1
900,T0901,2026-07-01 00:00:00,Tecnologia,Média,Google Meet,Analytics,durante reuniao empresa setor tecnologia porte media gerente rh informou utiliza principalmente modulo analytics validada necessidade treinamento usuarioschave alem disso alinhamento sobre proximos marcos cronograma area negocio pediu alertas automaticos acompanhar desvios criticos ficou definido followup proxima quinzena,0,0,0
901,T0902,2026-06-21 00:00:00,Saúde,Média,Presencial,BI,durante reuniao empresa setor saude porte media lider operacoes declarou utiliza principalmente modulo bi solicitou reuniao comercial tratar expansao escopo alem disso feita retrospectiva entregas ultimo trimestre equipe destacou importancia documentar bem processos internos partes alinharam retorno ate duas semanas,0,1,0
902,T0903,2026-07-14 00:00:00,Indústria,Grande,Google Meet,ERP,durante reuniao empresa setor industria porte grande diretor ti ressaltou utiliza principalmente modulo erp mencionou contrato perto vencimento previsao renovacao alem disso sinalizou disposicao investir novo modulo ainda ano comentou diretoria pediu benchmark totvs outros fornecedores mercado partes alinharam retorno ate duas semanas,1,1,1
903,T0904,2026-06-26 00:00:00,Indústria,Média,Presencial,Manufatura,durante reuniao empresa setor industria porte media gerente rh informou utiliza principalmente modulo manufatura discutidos responsaveis prazos proximos passos alem disso pediu proposta automacao processos conversa reforcou necessidade padronizacao cadastro qualidade dados time pediu acompanhamento quinzenal medir evolucao,0,1,0
904,T0905,2026-07-07 00:00:00,Saúde,Grande,Google Meet,Fluig,durante reuniao empresa setor saude porte grande lider operacoes declarou utiliza principalmente modulo fluig discutidos responsaveis prazos proximos passos alem disso alinhamento sobre proximos marcos cronograma mencionado concorrencia apresentou proposta agressiva ficou combinado retornar plano acao nova demonstracao,0,0,1
905,T0906,2026-05-29 00:00:00,Construção,Pequena,Google Meet,Fluig,durante reuniao empresa setor construcao porte pequena analista ti afirmou utiliza principalmente modulo fluig demonstrou interesse ampliar numero licencas usuarios alem disso disse time sobrecarregado retrabalho existe expectativa ganho produtividade automacao fluxo aprovacao cliente espera melhoria perceptivel antes ampliar escopo,1,1,0
906,T0907,2026-04-11 00:00:00,Educação,Média,Google Meet,Protheus,durante reuniao empresa setor educacao porte media gerente rh informou utiliza principalmente modulo protheus alinhamento sobre proximos marcos cronograma alem disso apresentado status atual plano implantacao existe expectativa ganho produtividade automacao fluxo aprovacao decisao dependera percepcao valor proximas semanas,0,0,0
907,T0908,2026-06-09 00:00:00,Saúde,Pequena,Zoom,Fiscal,durante reuniao empresa setor saude porte pequena analista financeiro pontuou utiliza principalmente modulo fiscal reuniao foco mapeamento processo atual alem disso sinalizou disposicao investir novo modulo ainda ano time tecnico reforcou importancia manter base dados atualizada sugerida prova conceito validar aderencia diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,1,0
908,T0909,2026-06-19 00:00:00,Logística,Média,,Protheus,durante reuniao empresa setor logistica porte media responsavel projeto destacou utiliza principalmente modulo protheus revisao indicadores serao acompanhados alem disso perguntou sobre possibilidade contratar modulo rh conversa reforcou necessidade padronizacao cadastro qualidade dados decisao dependera percepcao valor proximas semanas,0,1,0
909,T0910,2026-05-27 00:00:00,Serviços,Grande,Google Meet,CRM,durante reuniao empresa setor servicos porte grande responsavel projeto destacou utiliza principalmente modulo crm listadas pendencias proxima sprint alem disso demonstrou interesse ampliar numero licencas usuarios ficou registrada necessidade revisar relatorios fiscais mensais partes alinharam retorno ate duas semanas,0,1,0
910,T0911,2026-04-07 00:00:00,Serviços,Pequena,Presencial,Fluig,durante reuniao empresa setor servicos porte pequena time atendimento apontou utiliza principalmente modulo fluig equipe validou escopo projeto proxima fase alem disso validada necessidade treinamento usuarioschave tambem apareceu necessidade melhorar visibilidade indicadores diretoria sugerida prova conceito validar aderencia,0,0,0
911,T0912,2026-08-04 00:00:00,Agronegócio,Pequena,Zoom,BI,durante reuniao empresa setor agronegocio porte pequena analista ti afirmou utiliza principalmente modulo bi discutidos responsaveis prazos proximos passos alem disso solicitou reuniao comercial tratar expansao escopo mencionado concorrencia apresentou proposta agressiva ficou definido followup proxima quinzena,0,1,1
912,T0913,2026-06-22 00:00:00,Agronegócio,Grande,Presencial,Protheus,durante reuniao empresa setor agronegocio porte grande responsavel projeto destacou utiliza principalmente modulo protheus disse time sobrecarregado retrabalho alem disso solicitou reuniao comercial tratar expansao escopo mencionou salesforce entrou contato oferecendo modulo crm ficou combinado retornar plano acao nova demonstracao,1,1,1
913,T0914,2026-04-21 00:00:00,Saúde,Média,Zoom,Manufatura,durante reuniao empresa setor saude porte media cliente relatou utiliza principalmente modulo manufatura reuniao foco mapeamento processo atual alem disso alinhamento sobre proximos marcos cronograma time tecnico reforcou importancia manter base dados atualizada proxima etapa sera consolidar requisitos priorizar entregas,0,0,0
914,T0915,2026-07-18 00:00:00,Varejo,Pequena,,CRM,durante reuniao empresa setor varejo porte pequena cliente relatou utiliza principalmente modulo crm time revisou relatorios operacionais ultimo mes alem disso discutidos responsaveis prazos proximos passos informou processo cotacao linx cliente espera melhoria perceptivel antes ampliar escopo,0,0,1
915,T0916,2026-06-09 00:00:00,Tecnologia,Média,,Fluig,durante reuniao empresa setor tecnologia porte media supervisor fiscal comentou utiliza principalmente modulo fluig pediu proposta automacao processos alem disso demonstrou abertura piloto dashboard gerencial time tecnico reforcou importancia manter base dados atualizada ficou combinado retornar plano acao nova demonstracao,0,1,0
916,T0917,2026-07-30 00:00:00,Varejo,Pequena,Google Meet,BI,durante reuniao empresa setor varejo porte pequena cliente relatou utiliza principalmente modulo bi solicitou reuniao comercial tratar expansao escopo alem disso reuniao foco mapeamento processo atual area negocio pediu alertas automaticos acompanhar desvios criticos sugerida prova conceito validar aderencia,0,1,0
917,T0918,2026-05-19 00:00:00,Distribuição,Grande,Zoom,Fiscal,durante reuniao empresa setor distribuicao porte grande time atendimento apontou utiliza principalmente modulo fiscal validada necessidade treinamento usuarioschave alem disso mencionou contrato perto vencimento previsao renovacao comentou diretoria pediu benchmark totvs outros fornecedores mercado sugerida prova conceito validar aderencia usuarios disseram processo atual manual lento pouco confiavel,1,0,1
918,T0919,2026-06-12 00:00:00,Serviços,Grande,Google Meet,Fluig,durante reuniao empresa setor servicos porte grande supervisor fiscal comentou utiliza principalmente modulo fluig perguntou sobre possibilidade contratar modulo rh alem disso relatou sistema apresentou instabilidade momento critico operacao cliente mencionou avaliando proposta comercial sap sugerida prova conceito validar aderencia usuarios disseram processo atual manual lento pouco confiavel,1,1,1
919,T0920,2026-08-12 00:00:00,Agronegócio,Grande,Presencial,Fluig,durante reuniao empresa setor agronegocio porte grande supervisor fiscal comentou utiliza principalmente modulo fluig solicitou reuniao comercial tratar expansao escopo alem disso relatou frustracao tempo resposta suporte tecnico comentou recebeu cotacao senior sistemas condicoes atrativas cliente espera melhoria perceptivel antes ampliar escopo,1,1,1
920,T0921,2026-05-08 00:00:00,Educação,Pequena,Presencial,Protheus,durante reuniao empresa setor educacao porte pequena gestor comentou utiliza principalmente modulo protheus reuniao foco mapeamento processo atual alem disso mostrou interesse modulo fiscal relatorios inteligentes time tecnico reforcou importancia manter base dados atualizada ficou definido followup proxima quinzena,0,1,0
921,T0922,2026-06-01 00:00:00,Tecnologia,Média,Presencial,Manufatura,durante reuniao empresa setor tecnologia porte media analista financeiro pontuou utiliza principalmente modulo manufatura solicitou reuniao comercial tratar expansao escopo alem disso grupo revisou perfis acesso regras negocio time tecnico reforcou importancia manter base dados atualizada time pediu acompanhamento quinzenal medir evolucao,0,1,0
922,T0923,2026-06-11 00:00:00,Educação,Média,,CRM,durante reuniao empresa setor educacao porte media time atendimento apontou utiliza principalmente modulo crm time revisou relatorios operacionais ultimo mes alem disso alinhamento sobre proximos marcos cronograma conversa reforcou necessidade padronizacao cadastro qualidade dados partes alinharam retorno ate duas semanas,0,0,0
923,T0924,2026-06-28 00:00:00,Serviços,Pequena,,Fiscal,durante reuniao empresa setor servicos porte pequena head tecnologia ressaltou utiliza principalmente modulo fiscal disse time sobrecarregado retrabalho alem disso listadas pendencias proxima sprint cliente quer reduzir trabalho manual centralizar dados unica plataforma cliente espera melhoria perceptivel antes ampliar escopo,1,0,0
924,T0925,2026-06-24 00:00:00,Saúde,Média,Google Meet,Fiscal,durante reuniao empresa setor saude porte media head tecnologia ressaltou utiliza principalmente modulo fiscal perguntou sobre possibilidade contratar modulo rh alem disso mencionou risco cancelamento problema persistir lideranca quer evidencias quantitativas antes decidir expansao ficou definido followup proxima quinzena,1,1,0
925,T0926,2026-04-15 00:00:00,Agronegócio,Pequena,Presencial,RH,durante reuniao empresa setor agronegocio porte pequena diretor ti ressaltou utiliza principalmente modulo rh feita retrospectiva entregas ultimo trimestre alem disso revisao indicadores serao acompanhados comentou diretoria pediu benchmark totvs outros fornecedores mercado proxima etapa sera consolidar requisitos priorizar entregas diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,0,1
926,T0927,2026-05-16 00:00:00,Educação,Pequena,Presencial,Analytics,durante reuniao empresa setor educacao porte pequena equipe comercial observou utiliza principalmente modulo analytics apresentado status atual plano implantacao alem disso revisao indicadores serao acompanhados tambem apareceu necessidade melhorar visibilidade indicadores diretoria proxima etapa sera consolidar requisitos priorizar entregas,0,0,0
927,T0928,2026-04-05 00:00:00,Logística,Grande,Google Meet,BI,durante reuniao empresa setor logistica porte grande head tecnologia ressaltou utiliza principalmente modulo bi discutidos responsaveis prazos proximos passos alem disso informou confianca equipe sistema caiu ultimos meses area negocio pediu alertas automaticos acompanhar desvios criticos partes alinharam retorno ate duas semanas,1,0,0
928,T0929,2026-08-07 00:00:00,Educação,Grande,Google Meet,Analytics,durante reuniao empresa setor educacao porte grande cliente relatou utiliza principalmente modulo analytics perguntou sobre condicoes adicionar modulo fiscal contrato atual alem disso reuniao foco mapeamento processo atual equipe destacou importancia documentar bem processos internos ficou combinado retornar plano acao nova demonstracao,0,1,0
929,T0930,2026-04-01 00:00:00,Construção,Média,,Fluig,durante reuniao empresa setor construcao porte media diretora financeira explicou utiliza principalmente modulo fluig revisao indicadores serao acompanhados alem disso mencionou contrato perto vencimento previsao renovacao equipe destacou importancia documentar bem processos internos ficou definido followup proxima quinzena time citou churn risco caso sla suporte nao melhore,1,0,0
930,T0931,2026-04-06 00:00:00,Educação,Pequena,Teams,Fluig,durante reuniao empresa setor educacao porte pequena time atendimento apontou utiliza principalmente modulo fluig registrou atraso recorrente fechamento financeiro alem disso demonstrou interesse ampliar numero licencas usuarios revelou sankhya ofereceu desconto agressivo possivel migracao sugerida prova conceito validar aderencia,1,1,1
931,T0932,2026-06-20 00:00:00,Serviços,Pequena,Teams,ERP,durante reuniao empresa setor servicos porte pequena head tecnologia ressaltou utiliza principalmente modulo erp disse time sobrecarregado retrabalho alem disso pediu proposta automacao processos citou oracle netsuite fez contato oferecendo pacote similar ficou definido followup proxima quinzena,1,1,1
932,T0933,2026-08-12 00:00:00,Varejo,Grande,Teams,Protheus,durante reuniao empresa setor varejo porte grande gerente projetos pontuou utiliza principalmente modulo protheus listadas pendencias proxima sprint alem disso equipe validou escopo projeto proxima fase time tecnico reforcou importancia manter base dados atualizada ficou combinado retornar plano acao nova demonstracao,0,0,0
933,T0934,2026-06-13 00:00:00,Distribuição,Média,,Fiscal,durante reuniao empresa setor distribuicao porte media gerente projetos pontuou utiliza principalmente modulo fiscal time revisou relatorios operacionais ultimo mes alem disso alinhamento sobre proximos marcos cronograma conversa reforcou necessidade padronizacao cadastro qualidade dados ficou combinado retornar plano acao nova demonstracao,0,0,0
934,T0935,2026-05-18 00:00:00,Varejo,Pequena,Presencial,RH,durante reuniao empresa setor varejo porte pequena gestor comentou utiliza principalmente modulo rh avaliou contratar consultoria adicional acelerar implantacao alem disso equipe validou escopo projeto proxima fase mencionado concorrencia apresentou proposta agressiva time pediu acompanhamento quinzenal medir evolucao,0,1,1
935,T0936,2026-07-17 00:00:00,Varejo,Média,Google Meet,Analytics,durante reuniao empresa setor varejo porte media cliente relatou utiliza principalmente modulo analytics cliente pediu documentacao tecnica complementar alem disso grupo revisou perfis acesso regras negocio comentou diretoria pediu benchmark totvs outros fornecedores mercado sugerida prova conceito validar aderencia,0,0,1
936,T0937,2026-07-21 00:00:00,Serviços,Média,Teams,ERP,durante reuniao empresa setor servicos porte media analista financeiro pontuou utiliza principalmente modulo erp grupo revisou perfis acesso regras negocio alem disso equipe validou escopo projeto proxima fase ficou registrada necessidade revisar relatorios fiscais mensais partes alinharam retorno ate duas semanas,0,0,0
937,T0938,2026-08-08 00:00:00,Saúde,Média,Presencial,ERP,durante reuniao empresa setor saude porte media supervisor fiscal comentou utiliza principalmente modulo erp equipe validou escopo projeto proxima fase alem disso listadas pendencias proxima sprint cliente quer reduzir trabalho manual centralizar dados unica plataforma sugerida prova conceito validar aderencia,0,0,0
938,T0939,2026-05-21 00:00:00,Agronegócio,Pequena,Teams,Fluig,durante reuniao empresa setor agronegocio porte pequena lider operacoes declarou utiliza principalmente modulo fluig reuniao foco mapeamento processo atual alem disso validada necessidade treinamento usuarioschave cliente quer reduzir trabalho manual centralizar dados unica plataforma time pediu acompanhamento quinzenal medir evolucao,0,0,0
939,T0940,2026-05-15 00:00:00,Construção,Média,Zoom,BI,durante reuniao empresa setor construcao porte media gerente rh informou utiliza principalmente modulo bi sinalizou disposicao investir novo modulo ainda ano alem disso disse time sobrecarregado retrabalho revelou sankhya ofereceu desconto agressivo possivel migracao sugerida prova conceito validar aderencia,1,1,1
940,T0941,2026-06-28 00:00:00,Saúde,Média,,Manufatura,durante reuniao empresa setor saude porte media analista financeiro pontuou utiliza principalmente modulo manufatura solicitou apresentacao funcionalidades avancadas bi alem disso revisao indicadores serao acompanhados ficou registrada necessidade revisar relatorios fiscais mensais ficou combinado retornar plano acao nova demonstracao,0,1,0
941,T0942,2026-05-05 00:00:00,Serviços,Média,Google Meet,Manufatura,durante reuniao empresa setor servicos porte media supervisor fiscal comentou utiliza principalmente modulo manufatura relatou sistema apresentou instabilidade momento critico operacao alem disso mostrou interesse modulo fiscal relatorios inteligentes ficou registrada necessidade revisar relatorios fiscais mensais cliente espera melhoria perceptivel antes ampliar escopo,1,1,0
942,T0943,2026-06-27 00:00:00,Tecnologia,Pequena,,RH,durante reuniao empresa setor tecnologia porte pequena lider operacoes declarou utiliza principalmente modulo rh validada necessidade treinamento usuarioschave alem disso listadas pendencias proxima sprint cliente quer reduzir trabalho manual centralizar dados unica plataforma ficou definido followup proxima quinzena,0,0,0
943,T0944,2026-05-17 00:00:00,Serviços,Pequena,Google Meet,ERP,durante reuniao empresa setor servicos porte pequena analista ti afirmou utiliza principalmente modulo erp disse recebeu reclamacoes internas sobre qualidade suporte alem disso reuniao foco mapeamento processo atual area negocio pediu alertas automaticos acompanhar desvios criticos sugerida prova conceito validar aderencia,1,0,0
944,T0945,2026-04-22 00:00:00,Logística,Grande,Zoom,Manufatura,durante reuniao empresa setor logistica porte grande lider operacoes declarou utiliza principalmente modulo manufatura reuniao foco mapeamento processo atual alem disso alinhamento sobre proximos marcos cronograma tambem apareceu necessidade melhorar visibilidade indicadores diretoria sugerida prova conceito validar aderencia,0,0,0
945,T0946,2026-07-12 00:00:00,Serviços,Pequena,Google Meet,Manufatura,durante reuniao empresa setor servicos porte pequena responsavel projeto destacou utiliza principalmente modulo manufatura relatou lentidao horarios pico alem disso equipe validou escopo projeto proxima fase time tecnico reforcou importancia manter base dados atualizada time pediu acompanhamento quinzenal medir evolucao,1,0,0
946,T0947,2026-04-29 00:00:00,Educação,Média,,Manufatura,durante reuniao empresa setor educacao porte media gerente projetos pontuou utiliza principalmente modulo manufatura validada necessidade treinamento usuarioschave alem disso apresentado status atual plano implantacao existe expectativa ganho produtividade automacao fluxo aprovacao time pediu acompanhamento quinzenal medir evolucao,0,0,0
947,T0948,2026-07-26 00:00:00,Serviços,Pequena,Presencial,ERP,durante reuniao empresa setor servicos porte pequena equipe comercial observou utiliza principalmente modulo erp quer integrar crm erp ainda neste semestre alem disso feita retrospectiva entregas ultimo trimestre ficou registrada necessidade revisar relatorios fiscais mensais time pediu acompanhamento quinzenal medir evolucao diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,1,0
